community_id,parameter_draw_id,residual_realization_id,building_id,year,period,Area,EnergyLabel,support_level,z_G,z_C,z_A,z_Q,G,R,C,A,Qint,tau_hours,energy_label_effect_used,selected_realization_id,model_version,selection_rule
shrunk_copula__b031__r001,31,1,year_area100_02,1955,1946 - 1964,100.0,C,weak,-2.793964453656227,1.584341226966448,1.8376295997939218,-2.0521525920079715,0.061178194397025744,16.345693263033212,4.876078091459363,6.281630620951942,-2.0521525920079715,79.70287680959116,False,shrunk_copula__b031__r001,task102b_copula_deploy_v1_20260830,whole_community_robust_medoid_v1
shrunk_copula__b031__r001,31,1,year_area100_03,1964,1946 - 1964,100.0,C,weak,-1.6084040108796978,0.844686928239359,-2.05997056117259,-1.5002438922883934,0.2002068872429722,4.994833163688292,2.327249104532313,0.12745772204547237,-1.5002438922883934,11.624221007481879,False,shrunk_copula__b031__r001,task102b_copula_deploy_v1_20260830,whole_community_robust_medoid_v1
shrunk_copula__b031__r001,31,1,year_area100_04,1965,1965 - 1974,100.0,C,core,-1.508820699306766,3.5177750110651393,2.2278091306222576,-0.3900690096759908,0.22117065092522173,4.521395564089117,33.709342048545246,9.279513590636068,-0.3900690096759908,152.4132696066552,False,shrunk_copula__b031__r001,task102b_copula_deploy_v1_20260830,whole_community_robust_medoid_v1
shrunk_copula__b031__r001,31,1,year_area100_05,1970,1965 - 1974,100.0,C,core,-1.2463627234111396,2.1095833337796748,1.3010885313218383,1.0849578260359583,0.2875487915481397,3.477670675004683,8.244805236998465,3.6732929866356723,1.0849578260359583,28.6727173938346,False,shrunk_copula__b031__r001,task102b_copula_deploy_v1_20260830,whole_community_robust_medoid_v1
shrunk_copula__b031__r001,31,1,year_area100_06,1974,1965 - 1974,100.0,C,core,-1.7305750186726772,1.9614960887024617,-0.1282865395999897,0.9245599747346818,0.17718249742738612,5.643898322461705,7.109956237283472,0.87960130242604,0.9245599747346818,40.12787008038033,False,shrunk_copula__b031__r001,task102b_copula_deploy_v1_20260830,whole_community_robust_medoid_v1
shrunk_copula__b031__r001,31,1,year_area100_07,1975,1975 - 1991,100.0,C,adjacent,-1.6026954062085381,3.2185046839605613,0.9812235683878925,0.3370629724713229,0.20135305761883557,4.966400867341262,24.99072319891569,2.667718381676516,0.3370629724713229,124.11394937058026,False,shrunk_copula__b031__r001,task102b_copula_deploy_v1_20260830,whole_community_robust_medoid_v1
shrunk_copula__b031__r001,31,1,year_area100_08,1985,1975 - 1991,100.0,C,adjacent,-1.8990970373707536,2.521936476700726,1.5740825033290902,0.7283669580204218,0.14970373508940976,6.67986005427824,12.452687669747034,4.826311461395432,0.7283669580204218,83.1822109335464,False,shrunk_copula__b031__r001,task102b_copula_deploy_v1_20260830,whole_community_robust_medoid_v1
shrunk_copula__b031__r001,31,1,year_area140_01,1950,1946 - 1964,140.0,B,weak,-2.0949200481795005,1.9168973476734639,2.177879248756872,0.8615855320849088,0.12308008373735824,8.124791352384108,6.7998282035117255,8.82756532318086,0.8615855320849088,55.247185385589624,False,shrunk_copula__b031__r001,task102b_copula_deploy_v1_20260830,whole_community_robust_medoid_v1
shrunk_copula__b031__r001,31,1,year_area140_02,1964,1946 - 1964,140.0,B,weak,-1.149794843834637,2.6676390521269835,2.1727325303054004,0.8611031780967829,0.3167017360283984,3.1575450534010674,14.40591739133211,8.782249044943924,0.8611031780967829,45.487333198705116,False,shrunk_copula__b031__r001,task102b_copula_deploy_v1_20260830,whole_community_robust_medoid_v1
shrunk_copula__b031__r001,31,1,year_area140_03,1968,1965 - 1974,140.0,B,core,-1.0690704339185275,2.100118747612873,1.205575035723817,0.6417909681373528,0.3433275147437317,2.912670721268656,8.167139683328925,3.3386783855213626,0.6417909681373528,23.78818863214352,False,shrunk_copula__b031__r001,task102b_copula_deploy_v1_20260830,whole_community_robust_medoid_v1
shrunk_copula__b031__r001,31,1,year_area140_04,1974,1965 - 1974,140.0,B,core,-1.988361394043825,1.8912638913587023,0.09198760729851019,-0.5224471270871122,0.136919598999742,7.303556300963782,6.62774013310768,1.096351235243042,-0.5224471270871122,48.40607321030913,False,shrunk_copula__b031__r001,task102b_copula_deploy_v1_20260830,whole_community_robust_medoid_v1
shrunk_copula__b031__r001,31,1,year_area140_05,1978,1975 - 1991,140.0,B,adjacent,-1.0765081550429392,2.1156925787576037,1.3000572846267722,1.1150773318486968,0.3407834133214084,2.934415117958967,8.295328945702696,3.6695068679299307,1.1150773318486968,24.34193866671261,False,shrunk_copula__b031__r001,task102b_copula_deploy_v1_20260830,whole_community_robust_medoid_v1
shrunk_copula__b031__r001,31,1,year_area140_06,1991,1975 - 1991,140.0,B,adjacent,-2.071198909260379,3.3094698067135457,2.036433024721565,-0.9828982776928076,0.12603458705526768,7.934329959453812,27.370609910595917,7.663225852883495,-0.9828982776928076,217.1674502221646,False,shrunk_copula__b031__r001,task102b_copula_deploy_v1_20260830,whole_community_robust_medoid_v1
shrunk_copula__b031__r001,31,1,year_area140_07,1995,1992 - 2005,140.0,B,nearly_unsupported,-1.9949124288433633,3.3598190237420713,2.6874454759052395,-1.2914169883746796,0.13602556556140263,7.351559215157939,28.78398119063775,14.69409152490796,-1.2914169883746796,211.60714217096574,False,shrunk_copula__b031__r001,task102b_copula_deploy_v1_20260830,whole_community_robust_medoid_v1
shrunk_copula__b031__r001,31,1,year_area140_08,2005,1992 - 2005,140.0,A,nearly_unsupported,-1.616594646921655,2.8769534218626536,1.972607833236172,-1.2127803956702055,0.1985737627905151,5.035912025572822,17.760083193338513,7.1894008211758065,-1.2127803956702055,89.43821652850718,False,shrunk_copula__b031__r001,task102b_copula_deploy_v1_20260830,whole_community_robust_medoid_v1
