community_id,parameter_draw_id,residual_realization_id,building_count,log_R_median,log_C_median,log_A_median,Qint_mean,log_tau_p10,log_tau_p50,log_tau_p90,robust_medoid_distance,is_selected_typical
e4_rank_lhs_v1__b038__d03,38,3,6,1.8829933342621608,2.578114818223111,1.2808708303855265,-0.23844526848878023,3.0541980645172098,4.7458063660427445,5.426918175892256,2.9404524144218773,False
e4_rank_lhs_v1__b049__d01,49,1,6,1.8845942253522225,2.5846811056355747,1.4393046758889576,0.18979334108508442,3.470836802343798,4.487596339888562,5.641326774105426,2.957105571731544,False
e4_rank_lhs_v1__b036__d01,36,1,6,1.775521677077148,2.4927307381300836,1.4706215003126002,-0.0755544279688204,3.2975808540977174,4.728515349948999,5.130071948716063,3.002843952105716,False
e4_rank_lhs_v1__b007__d02,7,2,6,1.814178738251907,2.3685071329734697,1.2650015056289527,0.06258597714381453,2.9009016304412727,4.185761847380792,5.524154122836035,3.1273648588218053,False
e4_rank_lhs_v1__b017__d01,17,1,6,1.7416060421194182,2.3729333770201917,1.1074718947764473,0.15711769820972585,3.284582874501039,4.277011633361187,5.3217963047414365,3.1348808918088666,False
e4_rank_lhs_v1__b007__d03,7,3,6,1.799871145886983,2.351345854132716,1.5790766380118508,-0.020786382052443153,3.4900068409094365,4.2569313598120635,5.201116991063845,3.158118952339975,False
e4_rank_lhs_v1__b048__d03,48,3,6,1.9305833961622791,2.3632976676509196,1.3148014210223398,-0.31927630970465365,3.6592096430747425,4.283179927045149,5.6173123967431255,3.2122170813569797,False
e4_rank_lhs_v1__b043__d00,43,0,6,1.8417199878222827,2.565322720837813,1.5924744191243796,-0.19801699685552046,3.6168500826048025,4.585270828048212,5.773001487348448,3.2647374165795555,False
e4_rank_lhs_v1__b001__d00,1,0,6,1.8351598388069288,2.3426418552252715,1.2320596471896068,-0.09706997590536466,3.1293196960406022,4.816587081284983,5.364744530293797,3.2844026202259937,False
e4_rank_lhs_v1__b037__d01,37,1,6,1.7150372587565106,2.5201495856404303,1.1854547101932802,-0.030551332986395657,3.087423501644759,4.558532858580053,5.990035326526545,3.2953244815648786,False
e4_rank_lhs_v1__b037__d02,37,2,6,1.835193776490352,2.518533684867064,0.9419380198906985,-0.16636570880773954,3.5825615262272223,4.5966719692052465,5.6538318739389,3.330161859462814,False
e4_rank_lhs_v1__b012__d00,12,0,6,1.9294570271268383,2.6497691189464874,1.1122126587811874,0.016902438262643982,3.343676133119602,4.586302799065743,5.857614818804338,3.365436555410611,False
e4_rank_lhs_v1__b007__d01,7,1,6,1.6963768768099385,2.554543081686303,1.559654693728401,-0.13436248497289235,3.255878544929979,3.978627957414102,5.741363171620431,3.384183289527149,False
e4_rank_lhs_v1__b041__d02,41,2,6,1.8166248726088134,2.3899147943899006,1.1258516054509693,-0.3309756780205541,3.136889935771614,4.322247031201751,5.869221673927283,3.472810082348481,False
e4_rank_lhs_v1__b004__d02,4,2,6,1.6903605331472473,2.506878564839804,1.3782636724274457,0.006560223154760236,3.323554666331736,4.568890015687872,4.983763817557209,3.58431113885109,False
e4_rank_lhs_v1__b031__d03,31,3,6,1.6390634893081102,2.6765928931659264,1.5403973509692066,-0.11433632178521885,3.1182733606690793,4.135439895326531,5.405249691502554,3.6053428451946723,False
e4_rank_lhs_v1__b006__d01,6,1,6,1.636436330550935,2.791190312757478,1.1818798631824432,-0.05689420211439084,3.439087829692864,4.534250477999781,5.641500674701211,3.612693776530499,False
e4_rank_lhs_v1__b026__d03,26,3,6,1.6389590135772634,2.3866141650316512,1.374411659761578,0.11244249250145472,3.4481936026809006,4.025573178608915,5.41196529935343,3.6611039295849523,False
e4_rank_lhs_v1__b019__d03,19,3,6,1.7467529155836559,2.5036523070290206,1.1452479986110662,0.04608699408334623,3.001337418789663,3.9796453399673832,5.339126391335314,3.67428273652023,False
e4_rank_lhs_v1__b001__d01,1,1,6,1.8749605150693933,2.4352569647424898,1.5869109348918196,-0.3693714763348042,3.488272500905985,4.236545540800945,5.42177005482718,3.715756414687907,False
e4_rank_lhs_v1__b013__d01,13,1,6,1.876140611067716,2.3148211293225036,1.241618639422938,-0.09865976432696792,3.551336462557358,4.677474858899004,5.1232812032726045,3.7873449977482734,False
e4_rank_lhs_v1__b036__d00,36,0,6,1.621585666830201,2.5424314583106704,1.5560807978318691,-0.0962327319743364,3.5303651911134306,3.9908485891920664,5.538232712021774,3.791019786421091,False
e4_rank_lhs_v1__b039__d03,39,3,6,1.734793036217394,2.5342764131166104,1.3006654831816076,-0.23422628168536877,3.58101373314028,3.821409461037531,5.604068925227528,3.8080735251562476,False
e4_rank_lhs_v1__b045__d02,45,2,6,1.7262826056896694,2.6576289681151657,1.2845230073122798,-0.07264049471109867,3.7769001942063025,4.154467720708903,5.147231158776676,3.888191958165433,False
e4_rank_lhs_v1__b034__d02,34,2,6,1.8188041272862872,2.431708481523734,1.1154939439371718,-0.014317118677745044,3.010288899450636,4.552561669752804,5.978491389305555,3.895270229720391,False
e4_rank_lhs_v1__b033__d00,33,0,6,1.7365077176223598,2.4576171010258365,1.2770279970860519,-0.36717014165808215,3.4340267982268475,4.009238599267276,5.853413561867576,3.9659089099366875,False
e4_rank_lhs_v1__b045__d03,45,3,6,1.7238981528937427,2.388270731652646,1.4409349362126458,0.005887149241684264,2.832455390027838,4.44327966680139,5.777989062647366,3.970115152912479,False
e4_rank_lhs_v1__b008__d03,8,3,6,1.622230831905549,2.501499043663109,1.1234793173629058,-0.05758254655613798,2.8515191261421853,4.500529795677513,5.602500106560045,3.998997417958137,False
e4_rank_lhs_v1__b011__d01,11,1,6,1.8865619561217088,2.291442382534171,1.5359127080046657,-0.1848111877084538,3.1225743815912486,4.059049734043565,5.668854571741561,4.009869398640993,False
e4_rank_lhs_v1__b012__d01,12,1,6,1.7371612097545674,2.668043930158081,0.8927133152603243,-0.06835648633728215,3.4558276502248115,4.5776902331184255,5.4732288107922376,4.011967701851966,False
e4_rank_lhs_v1__b004__d01,4,1,6,1.67795357450942,2.353532999670014,1.3294140663561091,0.09197393818641764,3.022183502818912,4.031486574179434,5.691103945842764,4.146618509035642,False
e4_rank_lhs_v1__b019__d01,19,1,6,1.7639455367475334,2.285045622041661,1.5119431584501972,0.0352464856320358,3.0717991825414677,4.149160356436049,5.220866784517208,4.28184843704318,False
e4_rank_lhs_v1__b047__d03,47,3,6,1.9374512225043072,2.4484101870909063,1.5008531986975617,-0.19274525807618495,3.331486594731878,4.901133301226368,5.442415604072073,4.295275479371565,False
e4_rank_lhs_v1__b028__d03,28,3,6,1.984780517985581,2.4272222538738895,0.9812178373660938,-0.18021403823687251,3.5229067986090743,4.653794323808462,5.448850334372281,4.322600771559654,False
e4_rank_lhs_v1__b009__d01,9,1,6,1.9644794199872533,2.3963629013663965,1.164969477797737,-0.1669012866770326,3.590992360054853,4.451730004524157,6.0226545072686335,4.3680599949307215,False
e4_rank_lhs_v1__b009__d02,9,2,6,1.9422883215531233,2.509364441599777,0.9440717195280077,-0.17673084277075338,3.7709558400417054,4.4380329199525494,5.636293001509433,4.625347212268553,False
e4_rank_lhs_v1__b016__d02,16,2,6,1.8115993614766892,2.582894637556702,0.9447518175490028,-0.28823484706885066,3.1075563050433463,4.704679271878117,5.413604591128557,4.646262623412623,False
e4_rank_lhs_v1__b019__d02,19,2,6,1.597424855517323,2.297384242835874,1.4147497540796636,-0.05526221711253648,3.1210432497541,4.267453950431612,5.131762631259132,4.672646840079435,False
e4_rank_lhs_v1__b042__d00,42,0,6,1.7686203329717787,2.312319778996642,1.3245198944359147,0.13904941712216037,2.932701143369357,4.070604393622444,5.400153520011631,4.697026635574678,False
e4_rank_lhs_v1__b003__d02,3,2,6,1.821187888110367,2.5548278182502324,1.260444153302973,-0.37257849644100044,3.7389613372726886,4.5403047570994115,5.107474354260991,4.76595733224952,False
e4_rank_lhs_v1__b014__d02,14,2,6,1.8397538803257323,2.554840143818515,1.26948419723922,0.1981138499131192,2.886306768983534,4.182611371191882,5.779092611298821,4.78709284640585,False
e4_rank_lhs_v1__b031__d02,31,2,6,1.5554644862217373,2.460629936223093,1.4812806205751285,-0.0038379367796520514,3.1757281695452866,3.9532943667945473,5.611447371993909,4.842701015162523,False
e4_rank_lhs_v1__b010__d03,10,3,6,1.7084023948217304,2.52828310147771,1.4046751652302625,-0.15184062814986812,2.6483008644518384,4.248683015875004,5.601788165943251,4.864901735308424,False
e4_rank_lhs_v1__b020__d00,20,0,6,1.6725554092457466,2.565849686370701,1.141537285836928,0.2177739112642393,3.688790756887978,4.216753231239599,5.304975133021922,4.9098600220858115,False
e4_rank_lhs_v1__b018__d03,18,3,6,1.9060484190563847,2.4027157071515273,1.3829659875677733,-0.2703665710865746,3.0009984894024537,4.308764126207912,6.061596610505327,4.940242252873764,False
e4_rank_lhs_v1__b003__d03,3,3,6,1.7991184462176588,2.2286247779681423,1.1601919453512386,-0.28965677446374555,3.415877292410353,4.265437486944651,5.072341236553535,4.9464370832553355,False
e4_rank_lhs_v1__b006__d02,6,2,6,1.7001339289817659,2.690236876968938,1.0183258762129772,0.0015343348330601654,3.1720635262576438,4.834541246367458,5.620079251887395,5.014142599649949,False
e4_rank_lhs_v1__b049__d02,49,2,6,1.7288841054704105,2.5266997896459746,1.4713560368755156,0.13035522999864727,3.683780642288887,4.140452971886262,5.987349473043881,5.020604945536828,False
e4_rank_lhs_v1__b031__d00,31,0,6,1.64277154759858,2.3732015165341025,1.4853741959721027,-0.15364370647587727,3.2431449739123988,3.9106275043959027,5.166856052476828,5.044517599931016,False
e4_rank_lhs_v1__b000__d01,0,1,6,1.6523556308108502,2.6368134644180143,1.5032217724679044,-0.12482862632134269,2.8813424192550423,4.289169095228864,5.945083221086627,5.222434095581404,False
e4_rank_lhs_v1__b021__d01,21,1,6,1.8703993010168103,2.288964852998818,0.8713841212100346,-0.09990793487944115,3.278856668059713,4.079809421853623,5.523749925836284,5.231453289200999,False
e4_rank_lhs_v1__b006__d00,6,0,6,1.696523350239822,2.634431897106653,0.9732948085694625,0.15811485468016592,3.2740066356685844,4.335447277543691,5.905463004466965,5.270402041700564,False
e4_rank_lhs_v1__b026__d00,26,0,6,1.6743781477832569,2.2957784882400514,1.4744679363860906,-0.013757876077499195,3.011630733677862,3.902502520941498,5.550832556378699,5.3025203064682875,False
e4_rank_lhs_v1__b012__d02,12,2,6,1.8588434695464262,2.4854905190340455,0.9205062815767107,-0.1510506301392274,3.314577619629201,4.9114248806198635,5.5832772787986436,5.309988502698858,False
e4_rank_lhs_v1__b000__d03,0,3,6,1.5929641868534499,2.563729662520263,0.8747125764877856,-0.11611065523160818,3.106594909928951,4.211266315157344,5.486465588601897,5.33208357782385,False
e4_rank_lhs_v1__b010__d02,10,2,6,1.7413056830385139,2.3169759044205147,1.415310821528534,-0.2281130915241527,3.1344380534446037,4.189995234903944,4.92179260811693,5.340606452816111,False
e4_rank_lhs_v1__b020__d01,20,1,6,1.5972367725379528,2.4018778573329294,1.033779137378153,0.20637877946206762,3.3152057957715506,4.204201491995672,5.608044958309737,5.355708386612845,False
e4_rank_lhs_v1__b034__d00,34,0,6,1.810590133080822,2.292314262448809,1.2287416418935022,0.0487989370125985,3.7023323393470733,4.469848844580062,4.981926750022511,5.357476752183473,False
e4_rank_lhs_v1__b000__d02,0,2,6,1.6730488067768892,2.3652360385712203,1.038877932794367,-0.17860976806442208,3.2675592407614555,4.384284186684781,4.9264710148753315,5.410479479387281,False
e4_rank_lhs_v1__b030__d01,30,1,6,1.807146465828485,2.5419857122692298,1.5309872834234792,-0.36973514594450635,3.58646420293615,4.291407245120475,6.0591696998838795,5.415679902451275,False
e4_rank_lhs_v1__b004__d00,4,0,6,1.7235145346708278,2.6479813898394213,1.5265245335738742,0.07249599348001513,3.350259521432883,3.7750428319549667,5.610126564772971,5.4327296680646935,False
e4_rank_lhs_v1__b026__d02,26,2,6,1.8539126138385824,2.3087087299506726,1.610862410477909,-0.03506633108548048,2.8960352275900263,4.501533143653139,5.216155869041741,5.451524716595059,False
e4_rank_lhs_v1__b012__d03,12,3,6,1.9683876897266248,2.5838425381293915,1.1130643871170085,-0.024305505756561967,2.9345936441945293,4.819796088508519,5.688752853319222,5.4529525265018846,False
e4_rank_lhs_v1__b033__d03,33,3,6,1.871330200296065,2.2256616547264,1.6226690477425696,-0.3215808726869764,3.131211205922951,4.492994006359176,5.433667360622845,5.587499002309746,False
e4_rank_lhs_v1__b040__d00,40,0,6,1.7656194434250905,2.39550214230764,1.3519221970825877,0.34907059613983993,3.218900710253302,4.466681355666065,5.757504907132784,5.597415081073293,False
e4_rank_lhs_v1__b043__d01,43,1,6,1.9533245694984458,2.767736040636218,1.3715654648515458,-0.26853525701856934,3.6577507325477034,4.777469898811799,5.605412020422764,5.622537242696964,False
e4_rank_lhs_v1__b016__d00,16,0,6,1.73328364627006,2.595101781637222,1.0235304414797917,-0.39345018000377036,3.2436798580843167,4.021644475771272,5.852507557537244,5.626994973978443,False
e4_rank_lhs_v1__b005__d03,5,3,6,1.8817222004800207,2.6804494641276855,1.5465437844811423,-0.05493723023110827,3.6384901236529945,4.9407801677649354,5.555531380307192,5.6792674914028085,False
e4_rank_lhs_v1__b034__d03,34,3,6,1.9037176207562352,2.3074164543915012,1.0535426849309744,0.06088343841991175,3.2705697820824966,4.077953357921617,6.000570567982498,5.727144987108405,False
e4_rank_lhs_v1__b006__d03,6,3,6,1.8052199434890333,2.741437009076569,0.9004659657495698,0.1366495566272435,3.301028967064682,4.619673193164002,5.466979454470049,5.820137913277777,False
e4_rank_lhs_v1__b035__d00,35,0,6,1.9424027004737032,2.3068995326544672,1.0006704030680997,-0.4229552538362617,3.499717176570226,4.4356374330624755,5.561290138569173,5.861079877397422,False
e4_rank_lhs_v1__b010__d00,10,0,6,1.6802711476872356,2.3680178753210197,1.3486952490660298,-0.3130092190925033,3.350785321101853,3.960904936881707,4.996016247507941,5.923513033564973,False
e4_rank_lhs_v1__b003__d01,3,1,6,1.9080223822195967,2.5111951216714887,1.3851383029642184,-0.4807361383109449,3.042095304016345,4.419217503891085,5.917849429258267,5.931133328722026,False
e4_rank_lhs_v1__b002__d00,2,0,6,2.0446248187982667,2.4997508649077957,1.5594754148073466,-0.06859546449982575,3.5656911913564406,4.672678281961177,5.932015978681642,5.953119341829351,False
e4_rank_lhs_v1__b030__d02,30,2,6,1.7856218596931166,2.732392176556171,1.5533260653610075,-0.33020307444572167,3.610529318000296,4.835549908298283,5.466917214069797,6.0265003866843125,False
e4_rank_lhs_v1__b000__d00,0,0,6,1.6565776191680937,2.8009784235199104,1.043229281145611,-0.08112281135187514,3.4598015636323667,4.231609055404263,5.0550591621439604,6.037180833843314,False
e4_rank_lhs_v1__b024__d03,24,3,6,1.6128096853442195,2.2517537236256473,1.5190279544864795,-0.03340527980515166,3.2330389411263223,3.9258267229038983,5.290349131404609,6.139521045038787,False
e4_rank_lhs_v1__b017__d00,17,0,6,1.7172609531252014,2.6445353732362364,1.1007626247148306,0.3067188368703813,3.428227488987706,4.2146503406655444,5.196459966595979,6.214254016684095,False
e4_rank_lhs_v1__b005__d02,5,2,6,1.9473479327903715,2.8042747588308425,1.3482548897751163,0.003935742984766066,3.8390702240721457,4.545301084143085,5.8147035841856045,6.226973835174233,False
e4_rank_lhs_v1__b004__d03,4,3,6,1.5211109902680606,2.425979730671881,1.2246980948723998,0.0965369929274333,3.402269167475467,4.020981236176031,5.143758461687854,6.294227634274621,False
e4_rank_lhs_v1__b040__d03,40,3,6,1.7991555125285366,2.363426216998957,1.0587456785792873,0.24557092032648384,2.9030631895501617,4.50752148726712,5.719655496742985,6.343831454302158,False
e4_rank_lhs_v1__b028__d00,28,0,6,1.896854738702189,2.2676181882011903,0.9408144930449477,-0.3930537087413876,3.4678045672142948,4.159460645070045,5.52091790067908,6.394466587119344,False
e4_rank_lhs_v1__b033__d01,33,1,6,1.6449670135419119,2.409180093582396,1.159648970129574,-0.4435609791536894,3.2575282047544896,4.758268877949559,5.16667248167158,6.629294683138289,False
e4_rank_lhs_v1__b034__d01,34,1,6,1.9725140026379928,2.8526076694688367,1.2045309795726398,-0.09797141289178801,3.137600229030729,4.842251027965826,5.4659867811136955,6.635988531588135,False
e4_rank_lhs_v1__b010__d01,10,1,6,1.6320589887494528,2.200917131194264,1.2616029872487384,-0.2556714720531765,3.157486682288975,3.8863620226414533,5.345783321033877,6.662195952868916,False
e4_rank_lhs_v1__b042__d02,42,2,6,1.721296811127605,2.452681438410597,1.2304488415060768,0.3753587976418778,3.193410991558821,4.339953797003667,5.162857629734163,6.747519303544165,False
e4_rank_lhs_v1__b036__d02,36,2,6,1.5995016228248042,2.7529599357050736,1.734350146808337,-0.13674710583566688,3.2069107347809274,4.595370127581004,5.367053345519392,6.808169554344749,False
e4_rank_lhs_v1__b013__d00,13,0,6,1.7949832630181612,2.417869584245026,1.373899652044107,-0.35148358689152265,3.1321217685429157,3.9356907096798164,6.131986426614308,6.90793591913988,False
e4_rank_lhs_v1__b007__d00,7,0,6,1.525482306443106,2.387009506875081,1.4182955686825105,0.006793590896425172,3.2062838389267476,4.331301564501946,4.909189566008923,6.925565639915051,False
e4_rank_lhs_v1__b024__d02,24,2,6,1.5348875026368454,2.4907811527724277,1.4544642081524637,0.0047356194963196945,2.689750572318932,4.212631118113296,5.3888003045871455,7.223697690418183,False
e4_rank_lhs_v1__b047__d02,47,2,6,1.7346275528391408,2.3286100006176484,1.7420326594441027,-0.336740798194536,3.7989751907324,4.258291943063234,5.433030767844132,7.235834581514749,False
e4_rank_lhs_v1__b027__d01,27,1,6,1.5829616938168258,2.7723997556806945,1.5160944234610234,0.17201780229394822,3.3158026590431025,4.741210384503349,5.681288438679211,7.266545635348678,False
e4_rank_lhs_v1__b042__d03,42,3,6,1.588328195702342,2.282636801476708,1.2436934396729113,0.2622272024979144,2.9621907066047592,4.250076786680421,5.565691369041286,7.29661606315163,False
e4_rank_lhs_v1__b038__d00,38,0,6,1.625130961721556,2.7566342722073456,1.1915867766234194,-0.33936147470563,2.9646401989536315,3.9184769523216656,5.41305934001932,7.302104573849121,False
e4_rank_lhs_v1__b031__d01,31,1,6,1.6137107320304271,2.773294742721581,1.4930280080990554,0.1697136201071172,3.413662119486618,4.562844246661725,5.050001504298752,7.428283768368333,False
e4_rank_lhs_v1__b005__d01,5,1,6,1.797295742065029,2.531685048814264,1.5163498474123784,0.06978900561398399,3.6478160992281055,5.101123288407224,5.302401893977377,7.450856360439739,False
e4_rank_lhs_v1__b024__d01,24,1,6,1.6190891964773477,2.277979876144186,1.3512885957948688,0.059443978338290904,3.180336172238209,3.7958298774583454,5.147698750886236,7.547603497217236,False
e4_rank_lhs_v1__b043__d03,43,3,6,1.9781838490374435,2.5714027054268542,1.5619622811680756,-0.3238100032464397,3.9100213381375024,4.439321110120563,5.930148082448449,7.561976080132874,False
e4_rank_lhs_v1__b014__d00,14,0,6,1.4292881925951642,2.6837529748520663,1.2051712416697402,0.08285419778723536,3.1949217057229715,4.11304116744723,5.659020090783365,7.591399937225791,False
e4_rank_lhs_v1__b003__d00,3,0,6,1.7277961695391058,2.796561026864096,1.1954385693970053,-0.4617260394573514,3.0476000986973704,4.7209799879067535,5.733161921703955,7.602296854312508,False
e4_rank_lhs_v1__b018__d02,18,2,6,1.9515267660491102,2.0958354206661416,1.139679211092448,-0.22053985672601797,2.910038381818879,4.3396263285666485,5.6576593494819,7.6652605511998235,False
e4_rank_lhs_v1__b046__d00,46,0,6,1.8345708281540212,2.7365672574981588,1.1825750653085634,-0.11734289509988434,3.866658372547824,4.373711288058972,6.210300322430797,7.713696528749721,False
e4_rank_lhs_v1__b021__d02,21,2,6,1.809746222155627,2.342275617082823,0.9343877628216626,-0.08403389508207733,3.109031133193989,3.726108026730214,5.801729568835514,7.815751392890838,False
e4_rank_lhs_v1__b041__d01,41,1,6,1.9319087947500837,2.126003624808292,1.017712298591346,-0.25429483959384064,3.6967846250073513,4.52792887648811,5.2900631213054385,7.87041715070761,False
e4_rank_lhs_v1__b037__d00,37,0,6,1.8512994420056725,2.6725367901409562,0.8847441384880039,-0.027891860315092554,3.9513003039647643,4.722981667575541,5.514626885271167,7.889577903020976,False
e4_rank_lhs_v1__b011__d00,11,0,6,1.989459107908254,2.065878798457625,1.412746660159029,-0.23915715768512127,3.078032512827973,4.443983770599855,5.3071664341920375,7.944144465768924,False
