community_id,parameter_draw_id,residual_realization_id,building_count,log_R_median,log_C_median,log_A_median,Qint_mean,log_tau_p10,log_tau_p50,log_tau_p90,robust_medoid_distance,is_selected_typical
shrunk_copula__b041__r000,41,0,4,2.293445543124043,2.198958117641394,1.4488555305533566,-0.4529670072396633,3.7767779351011055,4.66575043389231,4.974131446962972,2.312705486001006,False
shrunk_copula__b045__r001,45,1,4,1.8723967612686667,2.316430099572031,1.5609861390786088,-0.2810881033371438,3.7877182293191476,4.104437743819848,4.499867173733023,2.320103451772219,False
shrunk_copula__b006__r001,6,1,4,1.5537083346751135,2.7016411740195307,1.1194585067761609,0.3558633353287298,3.741932464771984,4.668300979786217,5.237517975034172,2.4505818365584324,False
shrunk_copula__b004__r001,4,1,4,1.688086828517457,2.7645014781136066,0.9208875084630475,-0.10351105869507499,4.212128751472114,4.564082648147542,4.664600481422116,2.478604162696402,False
shrunk_copula__b033__r001,33,1,4,2.1332784754223044,2.4583883744151347,1.2430408048649575,-0.775558527785623,3.977050331994099,4.57138275681425,5.878703329361439,2.487634711971946,False
shrunk_copula__b031__r001,31,1,4,2.2447979287611695,2.7773912778352727,1.7495587844675935,-0.2923138492961025,3.8480140716166353,4.844316110991983,5.685842741308164,2.498265405039602,False
shrunk_copula__b034__r001,34,1,4,2.0810529636356447,2.286663049773046,1.547130532864557,-0.016606214256950497,3.40954487392513,4.148261100579205,5.935968790868968,2.589142280046715,False
shrunk_copula__b018__r001,18,1,4,1.9616451751017978,2.459652350430609,1.208331628686732,0.03280409915128482,2.9994686781994666,4.413405610590885,5.900045096956775,2.6459784866490073,False
shrunk_copula__b036__r001,36,1,4,1.6496807765412536,2.769971992418923,1.628864092034982,-0.6445786461702327,4.11614873241387,4.927697617002722,5.122817820909267,2.65201417421478,False
shrunk_copula__b027__r001,27,1,4,1.5322661471875416,2.7632883521572946,1.2811673379353083,0.24065221069285828,3.591689159032814,4.452211027765149,4.737144765183052,2.65229789154595,False
shrunk_copula__b017__r000,17,0,4,1.793861584662023,2.6488916055656757,0.8734593955229818,-0.013984629181059083,4.344437947879026,4.596744913721497,4.63346346667265,2.745643081725637,False
shrunk_copula__b039__r001,39,1,4,2.161021696122864,2.551244488135147,1.8627574963819649,-0.688989237016565,3.9072009700343147,4.46635220950134,5.703374579883445,2.981496413328596,False
shrunk_copula__b024__r001,24,1,4,1.43220344981391,2.4176329982905465,1.8537015903150893,-0.12845420317414033,3.56284019683085,4.419275444998344,5.227402103871758,3.020932059362094,False
shrunk_copula__b010__r000,10,0,4,1.7440191285919682,2.792263839240686,1.3506043884963839,-0.9616372908238906,4.178575607085178,4.361915495519403,5.256795156879805,3.100787856833291,False
shrunk_copula__b006__r000,6,0,4,2.300212369579008,2.6210642184797788,1.595302540223511,-0.5677238108980425,3.7566290306141035,5.151183814187926,5.451075157856165,3.1044753002873313,False
shrunk_copula__b021__r001,21,1,4,1.9769348617684135,2.129101931311843,0.7841577738115517,-0.20629030276265115,3.4147684855941858,4.2716135121572565,4.758898201697672,3.3684267491954487,False
shrunk_copula__b009__r000,9,0,4,1.9719541970798953,2.1803513327529025,1.6352805429395088,-0.291005741418216,3.272886429338703,4.030171305833096,4.661339004210676,3.374221408700252,False
shrunk_copula__b040__r001,40,1,4,1.9584404425141129,2.8142404166632877,2.152859638990079,-0.24593714767866498,3.889778379458658,4.642997200363433,5.577773143607763,3.6211995064465423,False
shrunk_copula__b023__r001,23,1,4,2.051542396343191,3.0226033284049265,1.1614918220707426,0.028796670233342037,4.167761601185472,4.888415821680776,6.102310487404371,3.8116063569747527,False
shrunk_copula__b046__r001,46,1,4,1.988697895058349,3.1351280333514633,1.448466363563949,-0.0585105118161965,4.069601091442098,5.14066722585758,5.814641465006654,4.00661076248276,False
shrunk_copula__b026__r001,26,1,4,1.8742588639711877,3.151134870655187,1.7315623878586162,-0.6584740722293166,3.5379546171019696,4.824395369135518,5.645166612829543,4.192228044019178,False
shrunk_copula__b007__r001,7,1,4,1.999365555579312,2.805094955262486,1.7299374571775563,-0.23622900630479188,3.15781198263898,5.11175738524857,6.013682971844472,4.193787283946607,False
shrunk_copula__b005__r001,5,1,4,1.600301678501002,2.8603135310549384,1.6910332957066903,0.5125778903410013,3.995804915050654,4.810045353054477,5.428502336204499,4.201050397971449,False
shrunk_copula__b040__r000,40,0,4,1.6522452133797811,2.434561671390062,2.0242295995239212,-0.15869123287708825,3.292979380038583,3.9212698086069224,5.221948743860888,4.230717278678712,False
shrunk_copula__b002__r000,2,0,4,1.9790163620006838,2.7800759017901724,1.696250474432083,-0.6172334387615837,3.79356641140599,4.7572175120797695,6.424567068437114,4.3785427399207,False
shrunk_copula__b015__r000,15,0,4,2.2928408400915643,2.8198207055926723,1.474640226130635,-0.4280154117446314,4.483132968288298,4.988772746378255,5.977070538722359,4.462275050734484,False
shrunk_copula__b029__r001,29,1,4,2.298279561783468,2.367450945795115,1.7436736046932702,-0.913169030180037,3.8226902370489078,4.257539997076299,5.754829773187709,4.551668827050903,False
shrunk_copula__b046__r000,46,0,4,2.000713422400287,2.2850812580586624,0.8194313339432291,0.3596308013518413,3.3813778515975894,4.570995759710058,6.124719349101332,4.693286590887994,False
shrunk_copula__b027__r000,27,0,4,1.4503242103179583,2.800996154597378,1.764332117147207,0.4415049400464932,3.558009920573334,4.251320364915337,4.981923644655681,4.708807887731397,False
shrunk_copula__b012__r000,12,0,4,1.7126409994349974,2.176818501853983,1.1435806207954662,-0.2200178935867258,3.268865901968492,3.7507996768529903,4.502111462614836,4.723871161897803,False
shrunk_copula__b005__r000,5,0,4,2.217346065711345,2.2469514864356417,1.8308817228905618,-0.8126271199284846,4.229943276423558,4.926941064751535,5.312791766344308,4.741244408776149,False
shrunk_copula__b039__r000,39,0,4,1.6507553494003335,2.3528859668719,0.5940057746740995,0.17544240295345703,3.562997575749233,4.014915887745264,4.793020502187632,4.7957367030259,False
shrunk_copula__b047__r001,47,1,4,2.3853264727396732,2.8206553157053955,1.1947929064293006,-0.627767482568161,4.554933230906036,5.053935074737208,5.309374497312512,4.902308921086689,False
shrunk_copula__b037__r001,37,1,4,1.842755960112589,2.897918378586575,0.9577005472636188,-0.579499671637637,4.1914813161356665,5.385441268678983,5.899023479113735,5.132573834294814,False
shrunk_copula__b038__r001,38,1,4,1.2747696650953737,2.483581555319078,1.3107154933531737,0.23219412380306492,3.049018873779095,4.5357795104321745,4.742448427896912,5.334312579647947,False
shrunk_copula__b021__r000,21,0,4,1.746981086563828,2.1953315692298068,0.703306637867653,0.35286140551503364,3.8195865696139535,4.133453857072577,4.5190011144961435,5.384475565302611,False
shrunk_copula__b038__r000,38,0,4,2.241570206957055,2.157207569486274,1.492068792958693,-0.2572195981119559,2.7452103171454674,4.398777776443329,5.985061301254892,5.455297016880859,False
shrunk_copula__b041__r001,41,1,4,1.9476550253793825,2.1246844202042414,0.5785801698710739,0.08525658714337413,3.58501069841442,3.7625892802999212,5.093867523684122,5.539801198435353,False
shrunk_copula__b018__r000,18,0,4,1.8762595072200274,2.4141104644470137,0.462699207887425,0.18815971273430548,2.9225590074224383,4.38716578975758,5.404433758996393,5.7337665350230935,False
shrunk_copula__b013__r001,13,1,4,1.5363279176221125,2.3125548999835015,0.7023007112012071,-0.6173114338610566,3.510573161552817,3.6781493636349225,4.989245685954413,5.825501423826849,False
shrunk_copula__b022__r001,22,1,4,2.028638901252133,2.3286260990336314,0.4477101036452309,-0.8843545920360768,3.9654121389071366,4.6122601122526135,4.882935584211098,5.8367095931738175,False
shrunk_copula__b011__r001,11,1,4,2.2120433630513845,2.2169599953213788,0.4398758730563012,-0.6970165256172688,3.576911053522051,4.429003358372762,5.615143096493347,5.853245032205117,False
shrunk_copula__b044__r000,44,0,4,1.5496134405135398,3.2930248581986916,1.5697460158757575,-0.15809023967487673,4.529486524044656,4.903100788655191,5.391279069871647,5.99588377358421,False
shrunk_copula__b048__r000,48,0,4,2.0182997703444454,2.9038584774086176,2.0489722628352762,-0.9449528519014838,4.201614758056955,4.79813304602403,5.770984217300409,6.2729603034131,False
shrunk_copula__b013__r000,13,0,4,1.7026630404394232,2.0749328085394323,0.47261042434222245,0.05090396539382036,3.124449463813614,4.160542550795935,5.13349207275696,6.406538303887609,False
shrunk_copula__b047__r000,47,0,4,1.6874222240259635,2.0538774311278942,1.9191232716475075,-0.1604993544560661,3.2995196452130107,3.6097448304670534,5.5980400841596625,6.44059432035388,False
shrunk_copula__b026__r000,26,0,4,2.153319326739708,2.1802727695899415,2.248263907176746,-0.4492930662370976,2.9487221963757464,4.460628179873929,5.111172603203771,6.906737062248502,False
shrunk_copula__b036__r000,36,0,4,1.362986956924546,2.373776333092251,0.6505165013768216,0.36094592771017536,3.6265920360414645,3.888294600890849,4.793188029766234,6.971825850053139,False
shrunk_copula__b028__r001,28,1,4,2.6663811889491047,2.6309318662760655,1.423326712061649,-0.5557096905140139,4.3927714926327415,4.829892846159072,6.184648314817043,7.161178530637158,False
shrunk_copula__b030__r001,30,1,4,1.8751208835661792,2.8472087408202524,1.4164667151216643,-1.0319929059868955,4.653664838022845,5.273763305345069,5.957814317694219,7.569556675866839,False
shrunk_copula__b045__r000,45,0,4,1.2947461262093531,3.2677431421667524,1.645196206996604,0.4532286747673605,4.006780198249964,4.562489268376106,4.933538722297457,7.878439274065381,False
shrunk_copula__b016__r000,16,0,4,2.178884143654919,3.0451923814987807,1.389509678588152,-0.2721912334914711,4.559314462154592,5.164106745717281,6.602280012617894,8.064768768471104,False
shrunk_copula__b022__r000,22,0,4,2.1251449744924247,3.143658310226254,1.3428048702338455,-0.7678697807025499,4.682283870869057,5.411503039610048,5.752725986238843,8.182705418279088,False
shrunk_copula__b015__r001,15,1,4,2.5320621917295196,2.7691796284862473,0.49150070904792664,-0.1044078832383218,4.3725710418775146,5.112317353559575,5.809899087427372,8.211660253942107,False
shrunk_copula__b002__r001,2,1,4,2.2833864115857345,3.1689770969616182,1.4594539754882572,-0.10781546019391491,4.982010373638733,5.0774668479971155,5.871952079123769,8.253692415554601,False
shrunk_copula__b042__r001,42,1,4,1.6401252002564217,2.0305546447596345,1.2941935441684296,0.514316983184784,2.827622413558024,3.670679845016056,5.3384835504351935,8.377004033294368,False
shrunk_copula__b025__r000,25,0,4,1.8625923884663158,1.7723045550037413,1.465357134925302,-0.17457648550998045,2.806401391211688,3.5883487156319225,5.166331759400138,8.451995457898816,False
shrunk_copula__b024__r000,24,0,4,1.9309703690720963,3.221588186446656,2.349461701151,-0.3777503679464427,3.9707506794142247,5.139710326389819,5.50143125357244,8.472239599481437,False
shrunk_copula__b004__r000,4,0,4,1.7892672753191778,1.9275340710483762,1.1565143189606348,0.15662543944136842,3.062161148950625,3.543244932967995,4.33839679270864,8.752141138591123,False
shrunk_copula__b028__r000,28,0,4,1.5028028946961056,2.0506838917864147,1.0656740755053815,0.3563178546007977,3.2496298072111043,3.5127963391834616,4.508689891889672,8.832833450380953,False
shrunk_copula__b037__r000,37,0,4,1.537353059443677,2.5817410356385917,-0.0009540979002631844,0.0018005241639280911,3.6654652210357836,4.156967477035074,4.91812802308679,9.14397426366216,False
shrunk_copula__b048__r001,48,1,4,2.2600549346457983,2.8683769461589605,0.4969170595568372,-0.35141089296076916,4.072416777080872,5.283929261878327,6.49640862807427,9.212041065133578,False
shrunk_copula__b031__r000,31,0,4,1.5541330035871608,1.9701062578508362,0.9788298126902554,-0.016626343821647238,2.7169711719199947,3.524239261437997,4.888326881952416,9.287736015934279,False
shrunk_copula__b003__r000,3,0,4,2.607864649945993,2.7834294069080263,1.237543132854327,-0.7392389574747221,4.661827908159059,5.362241730593411,5.916669091587294,9.377589940598835,False
shrunk_copula__b000__r001,0,1,4,1.3294819603564005,2.6221709267558615,1.4715048795156689,0.5784821587357912,3.2646658850055505,3.764177382178841,4.1751330946840275,9.43731233713805,False
shrunk_copula__b012__r001,12,1,4,1.4776041167011487,1.884896009591301,0.8590253976870885,0.15173276813965703,2.982123415048068,3.7101717221648434,4.549038832284549,9.72396456435001,False
shrunk_copula__b035__r001,35,1,4,1.605222236511938,1.988601367370252,0.53627231828624,-0.01681209176429388,2.941538459235577,3.388471098661972,5.226976008946245,10.535464797247396,False
shrunk_copula__b011__r000,11,0,4,2.2032191695887553,3.1692167529843367,2.23290897908317,-0.7913160961049033,4.583300008322407,5.173483819320767,5.736562456787831,10.795995770204103,False
shrunk_copula__b020__r001,20,1,4,1.7204640105067586,1.9809399064927635,0.7843033043445294,0.6796362059172618,2.887989215083903,3.526267263394585,5.233339956290087,11.18639407232101,False
shrunk_copula__b016__r001,16,1,4,1.3041049197884225,2.1498640832911486,0.8938318609620906,0.0013619730893995596,3.2216837767160107,3.5410232403522626,3.969336488313053,11.207094118876428,False
shrunk_copula__b001__r001,1,1,4,2.543882534979206,2.594289154061501,1.226832328740075,-1.2923311604740448,3.092477497583631,5.138171689040707,6.283798430569353,11.571187854277948,False
shrunk_copula__b042__r000,42,0,4,1.8728158103083872,1.9493412005754744,0.26031374596587287,0.4429709367069168,3.4678678454820893,3.9698520597103295,4.265063205581515,11.775665512140415,False
shrunk_copula__b049__r000,49,0,4,1.677484433679796,2.279632541561934,1.0756703240503742,1.3798024549348655,3.3421697980509433,3.9571169752417297,4.805816622358279,12.757909228043664,False
shrunk_copula__b023__r000,23,0,4,2.5703515519131503,2.988108885565942,1.1337667328533865,-0.5523701736803139,4.848466680043044,5.558460437479092,6.428668109396844,13.069695359070714,False
shrunk_copula__b010__r001,10,1,4,1.3232699056758759,2.150325125124639,1.9444515712998467,0.03172378658414621,3.215784653305808,3.498155143465725,3.7726373791572456,13.400399165859712,False
shrunk_copula__b033__r000,33,0,4,2.376883644917892,2.88819952534496,2.0465927726283577,-1.394907932765784,3.8755436782411774,5.2650831702628516,6.447659909736112,14.196286728950698,False
shrunk_copula__b043__r001,43,1,4,2.4115971607640976,2.967775435193848,1.3747278152658613,-1.5059441672870184,5.039908934539612,5.595662327536667,5.855584600710794,17.008840763208262,False
shrunk_copula__b034__r000,34,0,4,2.2515863412743204,2.16981711286856,-0.5537554883450443,0.028549075671205487,4.211166612660896,4.591925896921085,5.1551880333395435,17.346798670561327,False
shrunk_copula__b025__r001,25,1,4,1.1844939988363383,2.1895876001634003,2.0058956015059874,0.5965657405094444,3.313816541686367,3.4431037068869736,3.5299062565616506,18.76388957856067,False
shrunk_copula__b008__r000,8,0,4,1.0521995365799783,2.129994920808614,1.616327883698143,0.7890002557419402,2.876145176034455,2.9599504908944585,5.034677600960325,19.123137042364007,False
shrunk_copula__b035__r000,35,0,4,2.059188476266847,1.8146707011532461,-0.25642183328781776,-1.2100617394321538,3.228044823215069,4.312157202423293,4.815551478013082,19.132649290774125,False
shrunk_copula__b007__r000,7,0,4,1.2140444480978678,2.6251971786096107,-0.250519080819661,0.6476019671297414,2.7797134089227673,3.9157806657869934,5.024158605684849,20.114142230871714,False
shrunk_copula__b032__r000,32,0,4,1.5574990966444495,3.8023749829567017,1.9250198845158644,-0.67527899431319,5.093013229634055,5.559611762016154,6.518927605127612,22.434015624613572,False
shrunk_copula__b032__r001,32,1,4,2.7114391429405726,3.573101229557631,1.323146144968131,-0.5166225177805759,4.612270081572821,5.890287914704427,6.984407349664174,23.442468746243456,False
shrunk_copula__b049__r001,49,1,4,2.265837980722396,3.7128403320127017,1.2364973258914533,-0.5792852256578597,5.374738543952092,6.145306034779436,6.402027625204299,25.288094604216578,False
shrunk_copula__b009__r001,9,1,4,2.8654535575029794,3.74159197441736,1.3101195543791726,-1.4736995588313386,5.066144431807959,6.145268507516619,7.1356607792505615,38.78544497844362,False
