community_id,parameter_draw_id,residual_realization_id,lhs_candidate_index,building_id,year,period,Area,EnergyLabel,support_level,z_G,z_C,z_A,z_Q,G,R,C,A,Qint,tau_hours,C_conditional_center,C_residual_multiplier,residual_quantile_G,residual_quantile_C,residual_quantile_A,residual_quantile_Q,probability_typicality_pass,prescreen_score,energy_label_effect_used,selected_realization_id,model_version,selection_rule
lhs_fast__c009__b048,48,9,9,area_old_03,1958,1946 - 1964,100.0,D,weak,-1.4652216098750501,1.7719445443384654,1.3809027610169067,1.5876293918666318,0.23102678798632126,4.328502372890232,5.882280602836501,3.978491633945212,1.5876293918666318,25.461465547383977,7.954108495516266,0.739527328066036,0.8425429432188098,0.41342245242746806,0.45494126385646483,0.8836915505786003,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,area_old_04,1958,1946 - 1964,110.0,D,weak,-2.960712052405804,1.8011248557329305,0.6081106211975004,-1.0502349952198595,0.05178203252154757,19.31171781609537,6.0564562737916985,1.8369574095835401,-1.0502349952198595,116.96057452498572,8.369483520319763,0.7236356053617401,0.0389043092294422,0.36881802053305046,0.1890727344991887,0.48682631017001593,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,area_old_05,1958,1946 - 1964,125.0,D,weak,-2.3406981610807103,0.9306720805697839,0.7143028508481649,0.1216373172001125,0.09626040949345838,10.38848686871582,2.536213144527457,2.0427620758860883,0.1216373172001125,26.34741694818795,8.960856952140507,0.2830324329551566,0.25476081900429104,0.0010054108668330359,0.19314476551797366,0.5648445237974379,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,area_old_06,1958,1946 - 1964,145.0,D,weak,-1.438009297025291,1.9464517544349207,0.7360932308677084,0.5735927588841604,0.2373998812481052,4.212302022825807,7.0037922645199835,2.087763152483341,0.5735927588841604,29.502088323289268,9.700083876256304,0.7220341961850189,0.7044844219207393,0.3491301641681118,0.18806573415177702,0.6956587206126432,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,area_old_07,1958,1946 - 1964,175.0,D,weak,-1.359767928507031,1.6807694326316347,1.2508436940978311,1.3499033588200042,0.2567203475152973,3.895289211309643,5.369685993656315,3.493288981811383,1.3499033588200042,20.916479919209944,10.724921192316122,0.500673701686818,0.7135316298041552,0.15912498149135018,0.3193096455626775,0.8417846814050727,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,area_old_08,1958,1946 - 1964,210.0,D,weak,-1.7193004172069817,2.3549024433220045,2.690454016355937,-1.2300059725252601,0.17919146333653077,5.580622990515729,10.537100846997104,14.738365860817073,-1.2300059725252601,58.8035872401348,11.821797137197505,0.8913281732641073,0.4905102527870032,0.4873262409612637,0.9405130519704665,0.43138788245040605,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,area_weak_01,2001,1992 - 2005,78.0,B,nearly_unsupported,-1.5411542387567554,2.7015995258425107,-0.5296301008698963,1.2533751612231607,0.2141337972025116,4.669977430299222,14.903551285219066,0.5888227344176248,1.2533751612231607,69.59924813328001,8.043734387824257,1.8528149447324447,0.7151055359828005,0.7763767007979372,0.10027292020163198,0.7898047921016353,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,area_weak_02,2001,1992 - 2005,88.0,B,nearly_unsupported,-1.292435742708508,2.0212294057008395,1.4435239303984577,0.8483670554449927,0.27460111019350186,3.641645874247685,7.54759829250225,4.235595492579784,0.8483670554449927,27.48568018236969,8.579012924525536,0.8797746732523628,0.9149560322049748,0.48288118055560975,0.6218570465524107,0.623193952525825,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,area_weak_03,2001,1992 - 2005,100.0,B,nearly_unsupported,-2.7150176472440313,3.46198163418192,0.5534185166111285,-1.5134651579910257,0.06620378468242032,15.104876628987329,31.88008863480901,1.7391883112696955,-1.5134651579910257,481.5448057499712,9.185191346705803,3.470813773111275,0.11697951603581641,0.992579452104091,0.21724448542995506,0.02193845505669293,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,area_weak_04,2001,1992 - 2005,115.0,B,nearly_unsupported,-2.5010349348298035,3.5329595923115775,2.504749619137692,-0.8363730853340872,0.08200008994487193,12.19510857454294,34.225110243593605,12.240493796695308,-0.8363730853340872,417.3789353963258,9.89705354457062,3.458111051886649,0.14401969224477962,0.9869967482637628,0.97715952583868,0.10740963976122292,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,area_weak_05,2001,1992 - 2005,135.0,B,nearly_unsupported,-2.669061691211947,3.1834886246188616,1.554174594237598,-0.9032105063689844,0.0693172357761224,14.426426397465615,24.130790149350403,4.731179770006997,-0.9032105063689844,348.1210680022919,10.781950074041902,2.238072888822452,0.08322822913099698,0.8573592689435563,0.536934995502846,0.0858919785166895,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,area_weak_06,2001,1992 - 2005,160.0,B,nearly_unsupported,-1.2895211732528864,1.5106515229758344,-1.841411549474132,2.8368762293107497,0.2754026216647937,3.631047496770565,4.529681024399147,0.15859340559782859,2.8368762293107497,16.44748694481365,11.806068866089351,0.3836739456441576,0.7577326163134597,0.02850487215924206,0.02222007710950206,0.990241186792806,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,area_weak_07,2001,1992 - 2005,190.0,B,nearly_unsupported,-2.809278031613161,3.1798571834226963,1.5277128954457246,-1.0713298677953322,0.06024847418796293,16.597930710746372,24.043319522250954,4.607626638342804,-1.0713298677953322,399.0693514866569,12.94094204901809,1.8579265273871828,0.0300065827712721,0.7818926090826828,0.4622553680373932,0.058849072062593384,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,area_weak_08,2001,1992 - 2005,215.0,B,nearly_unsupported,-2.0223990438015886,2.301434022627777,1.288520720070674,-0.46987255329265953,0.13233760024715657,7.5564314158060775,9.98849591861111,3.6274166203114575,-0.46987255329265953,75.47738435604377,13.824138842383933,0.7225401909294353,0.34979190655830267,0.3642997003250148,0.3519274170150769,0.35413409710978655,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,year_area100_01,1946,1946 - 1964,100.0,C,weak,-2.6325881706668453,2.76999423040353,1.469299035284074,-2.4408292411962735,0.07189215208233117,13.90972409415142,15.958541935181199,4.346187548939651,-2.4408292411962735,221.97891526331574,7.954108495516266,2.006326911957139,0.15180401354549605,0.820710731987458,0.5055245898718741,0.05854645803861894,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,year_area100_02,1955,1946 - 1964,100.0,C,weak,-2.5123173776558483,3.0677110040079687,0.7785631170443645,-1.7622814926919594,0.08108012808562222,12.333478296235302,21.492649737511936,2.1783399960729057,-1.7622814926919594,265.07912906619083,7.954108495516266,2.702081540580865,0.18997852559192874,0.8811216143289264,0.2447187328112153,0.29809650952418176,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,year_area100_03,1964,1946 - 1964,100.0,C,weak,-1.473511857309738,1.3545606737771045,-0.429610660114752,-1.089637729065938,0.22911943588436953,4.364535885574864,3.87505816795228,0.6507624131698964,-1.089637729065938,16.912830432717715,7.954108495516266,0.48717693128483885,0.8367896578117484,0.12449393628490973,0.07076906079741964,0.46661607473583727,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,year_area100_04,1965,1965 - 1974,100.0,C,core,-2.256683655617999,2.962987048853792,2.268029232342957,-0.8629517238309332,0.10469712136413013,9.551360982715673,19.355701918399415,9.660343748700965,-0.8629517238309332,184.87329609647506,10.369672425405378,1.8665683084625262,0.22299454973941074,0.7911835293886262,0.9701503738247484,0.19970910294438726,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,year_area100_05,1970,1965 - 1974,100.0,C,core,-1.2987290085447638,1.7199733790048852,0.589172333514544,-0.5417441550710241,0.27287839883408466,3.664635985379038,5.584379800549885,1.802495932370572,-0.5417441550710241,20.464719173118926,10.369672425405378,0.538530010539998,0.7194555603541664,0.1988118219293204,0.2810532497541566,0.4152449771751007,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,year_area100_06,1974,1965 - 1974,100.0,C,core,-1.0622768884672158,1.6053490581970404,-0.09764335768786381,1.5732336083153848,0.34566786646167663,2.892950421559846,4.979597468728277,0.9069723107821387,1.5732336083153848,14.40572859635581,10.369672425405378,0.48020778906462047,0.9410038247510529,0.11815338302900286,0.17188530211444703,0.97650363499822,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,year_area100_07,1975,1975 - 1991,100.0,C,adjacent,-2.7908181268204597,3.1999158388368656,1.2315747452552641,-1.7331131602189607,0.06137098412252298,16.294345190938575,24.53046559771409,3.4266213455178876,-1.7331131602189607,399.70787414359677,17.349614644145646,1.4138910921569954,0.08365586757041771,0.6481347773096702,0.3724792645966797,0.08797291308400412,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,year_area100_08,1985,1975 - 1991,100.0,C,adjacent,-1.617046926195742,3.849931333977209,1.7463742208878519,-1.5336336131165378,0.19848397229994705,5.038190179350148,46.98983651561256,5.733775537942036,-1.5336336131165378,236.74373286222817,17.349614644145646,2.708408081643965,0.6306962721403497,0.8824261686156516,0.5820919522862663,0.21164195620478488,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,year_area140_01,1950,1946 - 1964,140.0,B,weak,-2.28891520808343,1.316362490693723,-2.0237127415684366,-1.9045673653775461,0.10137637449851784,9.8642312367821,3.729829382654037,0.1321638627814886,-1.9045673653775461,36.791899504243645,9.519980870709746,0.3917895879528133,0.28625678779773067,0.04036011785081083,0.01224763112988414,0.18925915879873118,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,year_area140_02,1964,1946 - 1964,140.0,B,weak,-2.272700485468896,1.9478965404302138,1.937466506188953,-1.7786151996253485,0.10303356341148283,9.70557522121527,7.013918558900382,6.9411433319603715,-1.7786151996253485,68.07411416888547,9.519980870709746,0.7367576315704794,0.303564115383996,0.3976358655877345,0.6640904527581328,0.29018211352018247,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,year_area140_03,1968,1965 - 1974,140.0,B,core,-1.4921058589539131,3.1001628274011845,1.6094001232856154,0.2884561917351205,0.22489855188772048,4.44644926170643,22.20156601044089,4.999811057827579,0.2884561917351205,98.71813679585146,12.411080786870526,1.7888503339634656,0.552023038143784,0.7531867800691128,0.6438469502400628,0.6028751105265066,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,year_area140_04,1974,1965 - 1974,140.0,B,core,-1.1117967046184694,2.2283651606613986,0.3069878948164184,-0.41305135614901267,0.32896737258180103,3.039815140789806,9.28467471367783,1.3593245130996077,-0.41305135614901267,28.223694771946125,12.411080786870526,0.7480955827392514,0.8367309587838818,0.4445591278629185,0.1809408518389753,0.4790057367097213,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,year_area140_05,1978,1975 - 1991,140.0,B,adjacent,-1.096391288277677,2.7420825081981217,-1.3834815363307646,0.0913821002339319,0.33407448954626284,2.9933443926179204,15.519270475382475,0.2507041961231383,0.0913821002339319,46.45452125500698,20.765117752612692,0.7473721391938565,0.9545355891015885,0.43473408031626976,0.025696824555313788,0.705174425892553,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,year_area140_06,1991,1975 - 1991,140.0,B,adjacent,-0.8743673538279364,2.6178990106182014,1.0739704160995518,0.7278424371735148,0.41712582927980496,2.3973581346582287,13.706895270270397,2.9269777794412986,0.7278424371735148,32.860336877091136,20.765117752612692,0.660092344939666,0.9750625327477176,0.3119720368498512,0.25346795760331353,0.9297912200949698,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,year_area140_07,1995,1992 - 2005,140.0,B,nearly_unsupported,-1.2048195001708022,3.422566879495607,1.8854756845026257,0.9990339430418764,0.2997460987502751,3.3361568479765986,30.647983820841063,6.589488214036236,0.9990339430418764,102.24648110057491,10.993418805355686,2.7878482902798374,0.8837633105750307,0.9112106083505003,0.7768502484344768,0.6985027701233874,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
lhs_fast__c009__b048,48,9,9,year_area140_08,2005,1992 - 2005,140.0,B,nearly_unsupported,-2.114959875197791,2.0706379888199415,-0.0916174911478953,1.0822353695930174,0.12063813003715253,8.28925315480299,7.929880679561056,0.9124541045737807,1.0822353695930174,65.73278844026277,10.993418805355686,0.7213298083120276,0.37590560570180986,0.34672242442710877,0.12944644980611064,0.7380597627326957,True,0.44471373805437214,False,lhs_fast__c009__b048,task102b_copula_deploy_v1_20260830,lhs_scale_stable_typicality_v2
